,Local Link,Stage,Industry,Region
654,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
655,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
656,./InsiderPitchPDFs/Persona.pdf,SeriesC,Enterprise software,N. America
657,./InsiderPitchPDFs/Personetics.pdf,Growth,Fintech,Middle East
658,./InsiderPitchPDFs/Phenom.pdf,SeriesD,Enterprise software,N. America
659,./InsiderPitchPDFs/Picnic.pdf,SeriesA,Advertising,Europe
660,./InsiderPitchPDFs/PilgrimSoul.pdf,Seed,Cannabis,N. America
661,./InsiderPitchPDFs/Pillar.pdf,Seed,Fintech,N. America
662,./InsiderPitchPDFs/Pinecone.pdf,SeriesA,Data management,N. America
663,./InsiderPitchPDFs/Pinwheel.pdf,SeriesB,Data management,N. America
664,./InsiderPitchPDFs/PistilData.pdf,Seed,Cannabis,N. America
665,./InsiderPitchPDFs/Pitch.pdf,SeriesB,Enterprise software,Europe
666,./InsiderPitchPDFs/Pixeom.pdf,SeriesA,Enterprise software,N. America
667,./InsiderPitchPDFs/PlanetWatchers.pdf,SeriesA,Enterprise software,Europe
668,./InsiderPitchPDFs/Platformsh.pdf,SeriesC,Enterprise software,Europe
669,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
670,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
671,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
672,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
673,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
674,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
675,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
676,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
677,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
678,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
679,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
680,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
681,./InsiderPitchPDFs/PQShield.pdf,SeriesA,Cybersecurity,Europe
682,./InsiderPitchPDFs/PQShield.pdf,Seed,Cybersecurity,Europe
683,./InsiderPitchPDFs/PrimaryBid.pdf,SeriesB,Fintech,Europe
684,./InsiderPitchPDFs/PrimaryBid.pdf,SeriesC,Fintech,Europe
685,./InsiderPitchPDFs/Primer.pdf,SeriesA,Enterprise software,N. America
686,./InsiderPitchPDFs/Productfy.pdf,SeriesA,Fintech,N. America
687,./InsiderPitchPDFs/Promethium.pdf,SeriesA,Data management,N. America
688,./InsiderPitchPDFs/ProofTechnology.pdf,SeriesA,Enterprise software,N. America
689,./InsiderPitchPDFs/ProperFinance.pdf,Seed,Fintech,N. America
690,./InsiderPitchPDFs/Proper.pdf,Seed,Healthcare,N. America
691,./InsiderPitchPDFs/PublicGoods.pdf,Seed,Retail,N. America
692,./InsiderPitchPDFs/Pulley.pdf,SeriesA,Data management,N. America
693,./InsiderPitchPDFs/PyramidAnalytics.pdf,SeriesE,Data management,Europe
694,./InsiderPitchPDFs/Qonsent.pdf,Seed,Data management,N. America
695,./InsiderPitchPDFs/Qover.pdf,SeriesB,Enterprise software,Europe
696,./InsiderPitchPDFs/Quaise.pdf,SeriesA,Hardware,N. America
697,./InsiderPitchPDFs/Quantexa.pdf,SeriesD,Data management,N. America
698,./InsiderPitchPDFs/QuestDB.pdf,SeriesA,Data management,N. America
699,./InsiderPitchPDFs/Quinyx.pdf,Seed,Enterprise software,Europe
700,./InsiderPitchPDFs/Qunomedical.pdf,SeriesA,Healthcare,Europe
701,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
702,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
703,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
704,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
705,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
706,./InsiderPitchPDFs/Reachdesk.pdf,SeriesA,Enterprise tech,N. America
707,./InsiderPitchPDFs/RealFriend.pdf,Seed,Real Estate,Middle East
708,./InsiderPitchPDFs/Realtime.pdf,SeriesA,Enterprise software,N. America
709,./InsiderPitchPDFs/Recast.pdf,Seed,Enterprise software,N. America
710,./InsiderPitchPDFs/Recess.pdf,SeriesA,Enterprise software,N. America
711,./InsiderPitchPDFs/ReCodeTherapeudics.pdf,SeriesB,Healthcare,N. America
712,./InsiderPitchPDFs/7bridges.pdf,SeriesA,Data management,Europe
713,./InsiderPitchPDFs/8base.pdf,SeriesA,Enterprise software,N. America
714,./InsiderPitchPDFs/AChamps.pdf,Seed,Media,N. America
715,./InsiderPitchPDFs/Abatable.pdf,Seed,Enterprise software,Europe
716,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
717,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
718,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
719,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
720,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
721,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
722,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
723,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
724,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
725,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
726,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
727,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
728,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
729,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
730,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
731,./InsiderPitchPDFs/Rive.pdf,SeriesA,Enterprise software,N. America
732,./InsiderPitchPDFs/Roadrunner.pdf,SeriesD,Enterprise software,N. America
733,./InsiderPitchPDFs/RobinAI.pdf,Seed,Data management,Europe
734,./InsiderPitchPDFs/Rosaly.pdf,SeriesA,Fintech,Europe
735,./InsiderPitchPDFs/Rove.pdf,Seed,Real estate,N. America
736,./InsiderPitchPDFs/Rows.pdf,SeriesB,Enterprise software,Europe
737,./InsiderPitchPDFs/Rundit.pdf,Seed,Finance,Europe
738,./InsiderPitchPDFs/RyseHealth.pdf,Seed,Healthcare,N. America
739,./InsiderPitchPDFs/Sable.pdf,Seed,Fintech,N. America
740,./InsiderPitchPDFs/SafeGraph.pdf,SeriesB,Enterprise software,N. America
741,./InsiderPitchPDFs/SafeGuardPrivacy.pdf,Seed,Enterprise software,N. America
742,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
743,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
744,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
745,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
746,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
747,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
748,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
749,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
750,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
751,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
752,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
753,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
754,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
755,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
756,./InsiderPitchPDFs/Selfbook.pdf,SeriesA,Travel,N. America
757,./InsiderPitchPDFs/SempreHealth.pdf,SeriesA,Healthcare,N. America
758,./InsiderPitchPDFs/Setpoint.pdf,SeriesA,Real estate,N. America
759,./InsiderPitchPDFs/Seyna.pdf,SeriesA,Enterprise software,Europe
760,./InsiderPitchPDFs/Shares.pdf,SeriesB,Fintech,Europe
761,./InsiderPitchPDFs/Sharpist.pdf,SeriesA,Enterprise software,Europe
762,./InsiderPitchPDFs/Sherpa.pdf,Seed,Travel,N. America
763,./InsiderPitchPDFs/Shipium.pdf,SeriesB,E-commerce,N. America
764,./InsiderPitchPDFs/SignalAI.pdf,SeriesC,Data management,Europe
765,./InsiderPitchPDFs/SignalAI.pdf,SeriesD,Data management,Europe
766,./InsiderPitchPDFs/Signpost.pdf,SeriesD,Enterprise software,N. America
767,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
768,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
769,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
770,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
771,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
772,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
773,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
774,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
775,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
776,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
777,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
778,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
779,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
780,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
781,./InsiderPitchPDFs/Snapcommerce.pdf,SeriesB,E-commerce,N. America
782,./InsiderPitchPDFs/Sofa.pdf,SeriesA,Healthcare,N. America
783,./InsiderPitchPDFs/SollisHealth.pdf,SeriesA,Healthcare,N. America
784,./InsiderPitchPDFs/SoLoFunds.pdf,Pre-seed,Fintech,N. America
785,./InsiderPitchPDFs/Sololearn.pdf,SeriesB,Education,Asia
786,./InsiderPitchPDFs/7bridges.pdf,Seed,Europe,Europe
787,./InsiderPitchPDFs/7bridges.pdf,SeriesA,Data management,Europe
788,./InsiderPitchPDFs/8base.pdf,SeriesA,Enterprise software,N. America
789,./InsiderPitchPDFs/AChamps.pdf,Seed,Media,N. America
790,./InsiderPitchPDFs/Abatable.pdf,Seed,Enterprise software,Europe
791,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
792,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
793,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
794,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
795,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
796,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
797,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
798,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
799,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
800,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
801,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
802,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
803,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
804,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
805,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
806,./InsiderPitchPDFs/Starburst.pdf,SeriesD,Data management,N. America
807,./InsiderPitchPDFs/StarkWare.pdf,SeriesC,Fintech,Middle East
808,./InsiderPitchPDFs/StationMD.pdf,Seed,Healthcare,N. America
809,./InsiderPitchPDFs/Stayflexi.pdf,Seed,Hospitality,N. America
810,./InsiderPitchPDFs/Sternum.pdf,SeriesA,Cybersecurity,Middle East
811,./InsiderPitchPDFs/Stix.pdf,SeriesA,Retail,N. America
812,./InsiderPitchPDFs/Stoke.pdf,Seed,Enterprise software,N. America
813,./InsiderPitchPDFs/Storai.pdf,SeriesA,E-commerce,Middle East
814,./InsiderPitchPDFs/Storyboard.pdf,Seed,Media,N. America
815,./InsiderPitchPDFs/Abatable.pdf,Seed,Enterprise software,Europe
816,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
817,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
818,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
819,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
820,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
821,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
822,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
823,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
824,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
825,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
826,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
827,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
828,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
829,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
830,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
831,./InsiderPitchPDFs/Surfboard.pdf,Seed,Enterprise software,Europe
832,./InsiderPitchPDFs/Suzy.pdf,SeriesD,Media,N. America
833,./InsiderPitchPDFs/Suzy.pdf,SeriesC,Data management,N. America
834,./InsiderPitchPDFs/SwiftMedical.pdf,SeriesB,Healthcare,N. America
835,./InsiderPitchPDFs/Swit.pdf,Seed,Enterprise software,N. America
836,./InsiderPitchPDFs/Switchboard.pdf,SeriesA,Enterprise software,N. America
837,./InsiderPitchPDFs/7bridges.pdf,SeriesA,Data management,Europe
838,./InsiderPitchPDFs/8base.pdf,SeriesA,Enterprise software,N. America
839,./InsiderPitchPDFs/AChamps.pdf,Seed,Media,N. America
840,./InsiderPitchPDFs/Abatable.pdf,Seed,Enterprise software,Europe
841,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
842,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
843,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
844,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
845,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
846,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
847,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
848,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
849,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
850,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
851,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
852,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
853,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
854,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
855,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
856,./InsiderPitchPDFs/TheSmartTireCompany.pdf,Venture,Retail,N. America
857,./InsiderPitchPDFs/Themis.pdf,Seed,Enterprise software,Asia
858,./InsiderPitchPDFs/Thinknum.pdf,SeriesA,Data management,N. America
859,./InsiderPitchPDFs/ThoughtSpot.pdf,SeriesE,Data management,N. America
860,./InsiderPitchPDFs/ThreeShipsBeauty.pdf,Seed,E-commerce,N. America
861,./InsiderPitchPDFs/7bridges.pdf,Seed,Europe,Europe
862,./InsiderPitchPDFs/7bridges.pdf,SeriesA,Data management,Europe
863,./InsiderPitchPDFs/8base.pdf,SeriesA,Enterprise software,N. America
864,./InsiderPitchPDFs/AChamps.pdf,Seed,Media,N. America
865,./InsiderPitchPDFs/Abatable.pdf,Seed,Enterprise software,Europe
866,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
867,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
868,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
869,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
870,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
871,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
872,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
873,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
874,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
875,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
876,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
877,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
878,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
879,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
880,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
881,./InsiderPitchPDFs/TreeCard.pdf,Seed,Fintech,Europe
882,./InsiderPitchPDFs/Tricolor.pdf,Venture,Fintech,N. America
883,./InsiderPitchPDFs/Tromzo.pdf,Seed,Cybersecurity,N. America
884,./InsiderPitchPDFs/TroyMedicare.pdf,SeriesB,Healthcare,N. America
885,./InsiderPitchPDFs/Trumid.pdf,SeriesC,Fintech,N. America
886,./InsiderPitchPDFs/TRUTH.pdf,Seed,Media,N. America
887,./InsiderPitchPDFs/Trym.pdf,Seed,Cannabis,N. America
888,./InsiderPitchPDFs/Tulipshare.pdf,Seed,Fintech,Europe
889,./InsiderPitchPDFs/AChamps.pdf,Seed,Media,N. America
890,./InsiderPitchPDFs/Abatable.pdf,Seed,Enterprise software,Europe
891,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
892,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
893,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
894,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
895,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
896,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
897,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
898,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
899,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
900,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
901,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
902,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
903,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
904,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
905,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
906,./InsiderPitchPDFs/Upstream.pdf,Seed,Consumer app,N. America
907,./InsiderPitchPDFs/Uptime.pdf,Seed,Online learning,Europe
908,./InsiderPitchPDFs/Uptop.pdf,Seed,Real estate,N. America
909,./InsiderPitchPDFs/Upvest.pdf,SeriesA,Fintech,Europe
910,./InsiderPitchPDFs/UtilizeCore.pdf,Seed,Real Estate,N. America
911,./InsiderPitchPDFs/V7.pdf,SeriesA,Data management,Europe
912,./InsiderPitchPDFs/Vaayu.pdf,Seed,Enterprise software,Europe
913,./InsiderPitchPDFs/Valuecase.pdf,Pre-seed,Enterprise software,Europe
914,./InsiderPitchPDFs/VanMoof.pdf,SeriesB,Transportation,Europe
915,./InsiderPitchPDFs/Veem.pdf,Strategic round,Fintech,N. America
916,./InsiderPitchPDFs/Verbit.pdf,SeriesD,Enterprise software,Middle East
917,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
918,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
919,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
920,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
921,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
922,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
923,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
924,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
925,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
926,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
927,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
928,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
929,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
930,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
931,./InsiderPitchPDFs/Vinterior.pdf,SeriesA,E-commerce,Europe
932,./InsiderPitchPDFs/ViraHealth.pdf,SeriesA,Healthcare,Europe
933,./InsiderPitchPDFs/VitableHealth.pdf,Seed,Healthcare,N. America
934,./InsiderPitchPDFs/Vital.pdf,SeriesA,Healthcare,New Zealand
935,./InsiderPitchPDFs/Voi.pdf,SeriesC,Transportation,Europe
936,./InsiderPitchPDFs/7bridges.pdf,Seed,Europe,Europe
937,./InsiderPitchPDFs/7bridges.pdf,SeriesA,Data management,Europe
938,./InsiderPitchPDFs/8base.pdf,SeriesA,Enterprise software,N. America
939,./InsiderPitchPDFs/AChamps.pdf,Seed,Media,N. America
940,./InsiderPitchPDFs/Abatable.pdf,Seed,Enterprise software,Europe
941,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
942,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
943,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
944,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
945,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
946,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
947,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
948,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
949,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
950,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
951,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
952,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
953,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
954,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
955,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
956,./InsiderPitchPDFs/WellDot.pdf,SeriesA,Healthcare,N. America
957,./InsiderPitchPDFs/WhereIsMyTransport.pdf,SeriesA,Transportation,Africa
958,./InsiderPitchPDFs/Willa.pdf,SeriesA,Fintech,Europe
959,./InsiderPitchPDFs/Wingback.pdf,Pre-seed,Enterprise software,N. America
960,./InsiderPitchPDFs/Wingly.pdf,SeriesA,Transportation,Europe
961,./InsiderPitchPDFs/7bridges.pdf,Seed,Europe,Europe
962,./InsiderPitchPDFs/7bridges.pdf,SeriesA,Data management,Europe
963,./InsiderPitchPDFs/8base.pdf,SeriesA,Enterprise software,N. America
964,./InsiderPitchPDFs/AChamps.pdf,Seed,Media,N. America
965,./InsiderPitchPDFs/Abatable.pdf,Seed,Enterprise software,Europe
966,./InsiderPitchPDFs/Ably.pdf,SeriesB,Data management,Europe
967,./InsiderPitchPDFs/AccelClub.pdf,SeriesA,Retail,Europe
968,./InsiderPitchPDFs/AccuRx.pdf,SeriesB,Healthcare,Europe
969,./InsiderPitchPDFs/Aceiss.pdf,Seed,Cybersecurity,N. America
970,./InsiderPitchPDFs/AceUp.pdf,Seed,Online learning,N. America
971,./InsiderPitchPDFs/Acin.pdf,SeriesA,Fintech,Europe
972,./InsiderPitchPDFs/Acquco.pdf,SeriesA,E-commerce,N. America
973,./InsiderPitchPDFs/AdaHealth.pdf,SeriesB,Healthcare,Europe
974,./InsiderPitchPDFs/AERAHealth.pdf,Pre-seed,Healthcare,Europe
975,./InsiderPitchPDFs/Aeris.pdf,SeriesA,Consumer tech,N. America
976,./InsiderPitchPDFs/AffiniT.pdf,SeriesB,Healthcare,N. America
977,./InsiderPitchPDFs/Afrocenchix.pdf,Seed,Retail,Europe
978,./InsiderPitchPDFs/AgaveGames.pdf,Seed,Media,Middle East
979,./InsiderPitchPDFs/AgBiome.pdf,SeriesD,Agriculture,N. America
980,./InsiderPitchPDFs/AgerasGroup.pdf,Venture,Fintech,Europe
981,./InsiderPitchPDFs/YumiNutrition.pdf,Seed,Consumer app,Europe
982,./InsiderPitchPDFs/Zestful.pdf,Seed,Enterprise software,N. America
983,./InsiderPitchPDFs/Zeta.pdf,SeriesC,Fintech,Asia
984,./InsiderPitchPDFs/Zevoy.pdf,SeriesA,Fintech,Europe
985,./InsiderPitchPDFs/ZoeFinancial.pdf,Seed,Fintech,N. America
986,./InsiderPitchPDFs/7bridges.pdf,Seed,Europe,Europe
